county,date,medi_cal,unemployment,calfresh
Alameda,2014 Jan,340 549,6.5,64394
Alameda,2014 Feb,349 927,6.4,63674
Alameda,2014 Mar,365 622,6.4,64297
Alameda,2014 Apr,373 571,5.5,64208
Alameda,2014 May,378 218,5.6,64582
Alameda,2014 Jun,381 831,5.9,64635
Alameda,2014 Jul,385 839,6.3,64020
Alameda,2014 Aug,389 814,6.1,63835
Alameda,2014 Sep,393 082,5.5,63346
Alameda,2014 Oct,396 515,5.4,63146
Alameda,2014 Nov,399 493,5.3,62544
Alameda,2014 Dec,408 267,4.9,62620
Alameda,2015 Jan,417 075,5.3,61869
Alameda,2015 Feb,418 769,5.1,60825
Alameda,2015 Mar,419 444,5,61063
Alameda,2015 Apr,422 488,4.6,61121
Alameda,2015 May,421 856,4.6,61465
Alameda,2015 Jun,423 922,4.9,62196
Alameda,2015 Jul,425 013,5.1,62663
Alameda,2015 Aug,429 357,4.8,62557
Alameda,2015 Sep,432 134,4.4,62511
Alameda,2015 Oct,434 830,4.5,62653
Alameda,2015 Nov,439 836,4.4,62107
Alameda,2015 Dec,443 416,4.2,61842
Alameda,2016 Jan,445 324,4.4,61221
Alameda,2016 Feb,443 372,4.4,61056
Alameda,2016 Mar,446 065,4.5,61189
Alameda,2016 Apr,441 010,4.2,61011
Alameda,2016 May,438 953,3.8,61172
Alameda,2016 Jun,438 222,4.5,61033
Alameda,2016 Jul,437 360,4.7,60323
Alameda,2016 Aug,437 878,4.5,60357
Alameda,2016 Sep,439 613,4.2,60124
Alameda,2016 Oct,439 407,4.3,59986
Alameda,2016 Nov,439 064,3.9,59482
Alameda,2016 Dec,441 488,3.9,59072
Alameda,2017 Jan,439 934,4.3,58727
Alameda,2017 Feb,437 440,4,57353
Alameda,2017 Mar,439 721,3.8,57764
Alameda,2017 Apr,436 888,3.5,56804
Alameda,2017 May,434 884,3.4,57144
Alameda,2017 Jun,434 578,3.8,57141
Alameda,2017 Jul,434 483,4.1,56864
Alameda,2017 Aug,438 030,4,57382
Alameda,2017 Sep,437 699,3.4,57189
Alameda,2017 Oct,437 114,3.3,57502
Alameda,2017 Nov,435 858,3.1,56882
Alameda,2017 Dec,438 788,3,56587
Alameda,2018 Jan,436 852,3.3,56497
Alameda,2018 Feb,435 330,3.2,55019
Alameda,2018 Mar,433 610,2.9,55632
Alameda,2018 Apr,431 826,2.7,55132
Alameda,2018 May,430 028,2.6,55154
Alameda,2018 Jun,428 875,3.3,55241
Alameda,2018 Jul,428 026,3.2,54734
Alameda,2018 Aug,427 256,3.1,54766
Alameda,2018 Sep,427 309,2.8,54088
Alameda,2018 Oct,426 653,2.9,54429
Alameda,2018 Nov,424 388,2.8,53759
Alameda,2018 Dec,NA,2.8,53319
Alameda,2019 Jan,NA,0.3,53529
Alameda,2019 Feb,NA,3.1,8320
Alameda,2019 Mar,NA,3.3,51429
Alameda,2019 Apr,NA,2.7,51134
Alameda,2019 May,NA,2.5,51206
Alameda,2019 Jun,NA,3.1,58481
Alameda,2019 Jul,NA,3.3,59750
Alameda,2019 Aug,NA,3.1,62122
Alameda,2019 Sep,NA,2.5,63246
Alameda,2019 Oct,NA,2.6,64496
Alameda,2019 Nov,NA,2.6,64654
Alameda,2019 Dec,NA,2.5,65129
Alameda,2020 Jan,NA,3.1,65302
Alameda,2020 Feb,NA,3,65156
Alameda,2020 Mar,NA,3.8,66424
Alameda,2020 Apr,NA,14.1,76979
Alameda,2020 May,NA,13.5,82572
Alameda,2020 Jun,NA,13.4,86632
Alameda,2020 Jul,NA,12,86626
Alameda,2020 Aug,NA,9.8,86097
Alameda,2020 Sep,NA,9.3,85083
Alameda,2020 Oct,NA,7.9,81670
Alameda,2020 Nov,NA,6.7,78468
Alameda,2020 Dec,NA,7.6,78156
Alameda,2021 Jan,NA,NA,NA
Alpine,2014 Jan,301,7.7,109
Alpine,2014 Feb,312,8.5,111
Alpine,2014 Mar,326,8.6,118
Alpine,2014 Apr,332,7.7,111
Alpine,2014 May,348,10.1,111
Alpine,2014 Jun,357,10.2,117
Alpine,2014 Jul,373,8.7,114
Alpine,2014 Aug,374,8.5,111
Alpine,2014 Sep,368,7.4,114
Alpine,2014 Oct,370,7.5,114
Alpine,2014 Nov,370,7.5,106
Alpine,2014 Dec,374,5.8,107
Alpine,2015 Jan,384,6.6,107
Alpine,2015 Feb,385,6.8,102
Alpine,2015 Mar,377,7.5,99
Alpine,2015 Apr,358,7.2,102
Alpine,2015 May,358,8.3,101
Alpine,2015 Jun,356,8.8,101
Alpine,2015 Jul,361,8.3,101
Alpine,2015 Aug,362,7.4,99
Alpine,2015 Sep,360,7.5,98
Alpine,2015 Oct,362,7.9,98
Alpine,2015 Nov,359,6.9,100
Alpine,2015 Dec,354,5.6,98
Alpine,2016 Jan,358,5.3,99
Alpine,2016 Feb,357,5.1,97
Alpine,2016 Mar,358,5.6,97
Alpine,2016 Apr,362,5.7,92
Alpine,2016 May,350,8,87
Alpine,2016 Jun,347,7.6,91
Alpine,2016 Jul,352,7.5,93
Alpine,2016 Aug,346,7.3,89
Alpine,2016 Sep,336,7.3,90
Alpine,2016 Oct,328,7.2,88
Alpine,2016 Nov,339,7.2,90
Alpine,2016 Dec,349,4.8,90
Alpine,2017 Jan,347,5.4,86
Alpine,2017 Feb,342,5.4,85
Alpine,2017 Mar,340,5.5,87
Alpine,2017 Apr,343,4.8,84
Alpine,2017 May,329,7.5,79
Alpine,2017 Jun,323,8.7,79
Alpine,2017 Jul,316,7.8,76
Alpine,2017 Aug,323,7.1,78
Alpine,2017 Sep,330,6.6,76
Alpine,2017 Oct,329,6.4,79
Alpine,2017 Nov,332,5.8,81
Alpine,2017 Dec,330,4.6,77
Alpine,2018 Jan,327,4.9,79
Alpine,2018 Feb,324,4.2,79
Alpine,2018 Mar,323,3.9,80
Alpine,2018 Apr,319,3.4,76
Alpine,2018 May,319,5.1,80
Alpine,2018 Jun,317,6.1,78
Alpine,2018 Jul,320,6.3,72
Alpine,2018 Aug,305,5.3,69
Alpine,2018 Sep,308,4.9,67
Alpine,2018 Oct,313,5,73
Alpine,2018 Nov,311,3.8,72
Alpine,2018 Dec,NA,3.3,70
Alpine,2019 Jan,NA,4.7,70
Alpine,2019 Feb,NA,4.4,12
Alpine,2019 Mar,NA,5.1,70
Alpine,2019 Apr,NA,4,73
Alpine,2019 May,NA,6,71
Alpine,2019 Jun,NA,7.4,78
Alpine,2019 Jul,NA,7.2,79
Alpine,2019 Aug,NA,5.7,79
Alpine,2019 Sep,NA,4.6,74
Alpine,2019 Oct,NA,5.2,72
Alpine,2019 Nov,NA,4.7,70
Alpine,2019 Dec,NA,3.8,74
Alpine,2020 Jan,NA,4.6,77
Alpine,2020 Feb,NA,5,69
Alpine,2020 Mar,NA,7.1,72
Alpine,2020 Apr,NA,22.1,86
Alpine,2020 May,NA,22.2,92
Alpine,2020 Jun,NA,19.6,79
Alpine,2020 Jul,NA,14.1,73
Alpine,2020 Aug,NA,11.2,69
Alpine,2020 Sep,NA,10.7,66
Alpine,2020 Oct,NA,9.7,63
Alpine,2020 Nov,NA,7.1,60
Alpine,2020 Dec,NA,7.3,59
Alpine,2021 Jan,NA,NA,NA
Amador,2014 Jan,6 161,9.8,1752
Amador,2014 Feb,6 363,9.9,1742
Amador,2014 Mar,6 725,9.7,1773
Amador,2014 Apr,6 939,8.4,1771
Amador,2014 May,7 022,8,1791
Amador,2014 Jun,7 090,8.1,1790
Amador,2014 Jul,7 169,8.3,1770
Amador,2014 Aug,7 237,7.9,1760
Amador,2014 Sep,7 291,7.3,1740
Amador,2014 Oct,7 301,7.2,1727
Amador,2014 Nov,7 390,7.4,1710
Amador,2014 Dec,7 485,7.4,1721
Amador,2015 Jan,7 695,8,1720
Amador,2015 Feb,7 712,7.5,1746
Amador,2015 Mar,7 763,7.4,1768
Amador,2015 Apr,7 818,6.7,1814
Amador,2015 May,7 831,6.4,1818
Amador,2015 Jun,7 927,6.5,1831
Amador,2015 Jul,7 980,6.7,1823
Amador,2015 Aug,8 009,6.1,1782
Amador,2015 Sep,8 030,5.6,1775
Amador,2015 Oct,8 057,6,1780
Amador,2015 Nov,8 109,6.2,1754
Amador,2015 Dec,8 184,6.2,1774
Amador,2016 Jan,8 321,6.9,1782
Amador,2016 Feb,8 333,6.6,1697
Amador,2016 Mar,8 307,6.7,1830
Amador,2016 Apr,8 292,6,1808
Amador,2016 May,8 293,5.4,1780
Amador,2016 Jun,8 311,5.7,1784
Amador,2016 Jul,8 343,6.1,1765
Amador,2016 Aug,8 334,5.7,1750
Amador,2016 Sep,8 286,5.4,1736
Amador,2016 Oct,8 281,5.5,1730
Amador,2016 Nov,8 275,5.6,1736
Amador,2016 Dec,8 292,5.9,1720
Amador,2017 Jan,8 371,6.4,1703
Amador,2017 Feb,8 346,6.1,1698
Amador,2017 Mar,8 375,5.6,1705
Amador,2017 Apr,8 361,5,1673
Amador,2017 May,8 222,4.5,1667
Amador,2017 Jun,8 205,4.8,1653
Amador,2017 Jul,8 196,5,1649
Amador,2017 Aug,8 214,4.8,1666
Amador,2017 Sep,8 236,4.1,1651
Amador,2017 Oct,8 155,4.2,1648
Amador,2017 Nov,8 192,4.2,1608
Amador,2017 Dec,8 209,4.2,1609
Amador,2018 Jan,8 202,4.7,1609
Amador,2018 Feb,8 204,4.7,1571
Amador,2018 Mar,8 182,4.5,1558
Amador,2018 Apr,8 068,3.9,1548
Amador,2018 May,8 054,3.5,1582
Amador,2018 Jun,8 026,4.1,1525
Amador,2018 Jul,8 027,3.9,1505
Amador,2018 Aug,8 060,3.8,1505
Amador,2018 Sep,8 034,3.4,1479
Amador,2018 Oct,8 008,3.6,1474
Amador,2018 Nov,8 010,3.6,1463
Amador,2018 Dec,NA,3.8,1441
Amador,2019 Jan,NA,4.9,1462
Amador,2019 Feb,NA,4.7,266
Amador,2019 Mar,NA,4.9,1430
Amador,2019 Apr,NA,3.8,1387
Amador,2019 May,NA,3.2,1383
Amador,2019 Jun,NA,3.8,1432
Amador,2019 Jul,NA,4,1460
Amador,2019 Aug,NA,3.7,1477
Amador,2019 Sep,NA,3,1493
Amador,2019 Oct,NA,3.2,1493
Amador,2019 Nov,NA,3.4,1481
Amador,2019 Dec,NA,3.7,1472
Amador,2020 Jan,NA,4.7,1496
Amador,2020 Feb,NA,4.4,1494
Amador,2020 Mar,NA,5.4,1482
Amador,2020 Apr,NA,14.3,1611
Amador,2020 May,NA,15.1,1692
Amador,2020 Jun,NA,12.7,1647
Amador,2020 Jul,NA,11.9,1519
Amador,2020 Aug,NA,9.3,1490
Amador,2020 Sep,NA,8.7,1513
Amador,2020 Oct,NA,7.7,1497
Amador,2020 Nov,NA,7,1472
Amador,2020 Dec,NA,8.4,1462
Amador,2021 Jan,NA,NA,NA
Butte,2014 Jan,64 377,10.1,14930
Butte,2014 Feb,66 467,10,14994
Butte,2014 Mar,69 504,9.9,15073
Butte,2014 Apr,71 197,8.6,15212
Butte,2014 May,72 109,8.2,15433
Butte,2014 Jun,72 975,8.7,15592
Butte,2014 Jul,74 088,9.3,15571
Butte,2014 Aug,75 030,8.6,15694
Butte,2014 Sep,75 909,7.5,15732
Butte,2014 Oct,76 433,7.4,15879
Butte,2014 Nov,76 471,7.7,15913
Butte,2014 Dec,77 060,7.7,15967
Butte,2015 Jan,78 166,8.5,16001
Butte,2015 Feb,79 394,8,16101
Butte,2015 Mar,80 051,7.8,16288
Butte,2015 Apr,80 578,7,16430
Butte,2015 May,80 876,6.9,16559
Butte,2015 Jun,80 853,7.4,16678
Butte,2015 Jul,81 470,7.7,16729
Butte,2015 Aug,82 056,6.9,16634
Butte,2015 Sep,82 652,6.1,16657
Butte,2015 Oct,82 815,6.2,16800
Butte,2015 Nov,82 811,6.6,16888
Butte,2015 Dec,83 262,6.8,16969
Butte,2016 Jan,84 391,7.6,16890
Butte,2016 Feb,84 169,7.4,16925
Butte,2016 Mar,83 575,7.4,17109
Butte,2016 Apr,83 564,6.5,17087
Butte,2016 May,83 479,5.9,17206
Butte,2016 Jun,83 220,6.9,17112
Butte,2016 Jul,83 183,7,16974
Butte,2016 Aug,83 059,6.6,16981
Butte,2016 Sep,82 913,5.9,16877
Butte,2016 Oct,82 827,5.9,16869
Butte,2016 Nov,82 582,5.9,16854
Butte,2016 Dec,82 822,6.4,16810
Butte,2017 Jan,83 586,7.2,16579
Butte,2017 Feb,83 309,7.1,16426
Butte,2017 Mar,83 175,6.5,16664
Butte,2017 Apr,83 355,5.9,16636
Butte,2017 May,83 089,5.2,16759
Butte,2017 Jun,83 026,5.9,16843
Butte,2017 Jul,83 142,6.1,16651
Butte,2017 Aug,83 174,5.8,16544
Butte,2017 Sep,82 942,4.8,16547
Butte,2017 Oct,83 033,4.6,16660
Butte,2017 Nov,83 029,4.8,16760
Butte,2017 Dec,82 978,5.1,16845
Butte,2018 Jan,83 754,5.7,17012
Butte,2018 Feb,83 551,5.7,16903
Butte,2018 Mar,83 459,5.3,17067
Butte,2018 Apr,83 345,4.6,17093
Butte,2018 May,82 719,4.3,17113
Butte,2018 Jun,82 413,5.3,17171
Butte,2018 Jul,82 328,5,16757
Butte,2018 Aug,82 262,4.7,16651
Butte,2018 Sep,82 107,4.1,16571
Butte,2018 Oct,82 077,4.2,16778
Butte,2018 Nov,81 665,4.3,16661
Butte,2018 Dec,NA,5.3,16688
Butte,2019 Jan,NA,6.6,16535
Butte,2019 Feb,NA,6.1,3066
Butte,2019 Mar,NA,6.2,15900
Butte,2019 Apr,NA,5,15595
Butte,2019 May,NA,4.3,15385
Butte,2019 Jun,NA,5.2,16161
Butte,2019 Jul,NA,5.4,16541
Butte,2019 Aug,NA,4.9,16647
Butte,2019 Sep,NA,3.7,16651
Butte,2019 Oct,NA,3.8,16868
Butte,2019 Nov,NA,4,16884
Butte,2019 Dec,NA,4.2,17033
Butte,2020 Jan,NA,5.6,17028
Butte,2020 Feb,NA,5.4,16964
Butte,2020 Mar,NA,6.7,17053
Butte,2020 Apr,NA,14.9,18812
Butte,2020 May,NA,13.5,19681
Butte,2020 Jun,NA,12.1,19728
Butte,2020 Jul,NA,11.1,18528
Butte,2020 Aug,NA,9,17921
Butte,2020 Sep,NA,8.5,17666
Butte,2020 Oct,NA,7.4,17108
Butte,2020 Nov,NA,6.8,16731
Butte,2020 Dec,NA,8.2,16485
Butte,2021 Jan,NA,NA,NA
Calaveras,2014 Jan,9 002,9.5,2654
Calaveras,2014 Feb,9 347,9.5,2617
Calaveras,2014 Mar,9 862,9.3,2637
Calaveras,2014 Apr,10 135,8,2685
Calaveras,2014 May,10 270,7.8,2720
Calaveras,2014 Jun,10 416,7.7,2713
Calaveras,2014 Jul,10 630,8.2,2768
Calaveras,2014 Aug,10 778,7.9,2802
Calaveras,2014 Sep,10 922,7.1,2844
Calaveras,2014 Oct,11 026,7.1,2867
Calaveras,2014 Nov,11 093,7.1,2871
Calaveras,2014 Dec,11 248,6.9,2878
Calaveras,2015 Jan,11 466,7.4,2894
Calaveras,2015 Feb,11 651,7.1,2917
Calaveras,2015 Mar,11 707,6.9,2941
Calaveras,2015 Apr,11 721,6.4,2928
Calaveras,2015 May,11 735,6.3,2926
Calaveras,2015 Jun,11 702,6.4,2909
Calaveras,2015 Jul,11 710,6.7,2924
Calaveras,2015 Aug,11 759,6.1,2913
Calaveras,2015 Sep,11 862,5.7,2895
Calaveras,2015 Oct,11 905,5.9,2909
Calaveras,2015 Nov,11 915,5.8,2850
Calaveras,2015 Dec,11 968,5.9,2830
Calaveras,2016 Jan,12 221,6.4,2822
Calaveras,2016 Feb,12 223,6.1,2801
Calaveras,2016 Mar,12 256,6.3,2791
Calaveras,2016 Apr,12 252,5.8,2780
Calaveras,2016 May,12 240,5.3,2776
Calaveras,2016 Jun,12 242,5.7,2809
Calaveras,2016 Jul,12 216,5.8,2784
Calaveras,2016 Aug,12 255,5.5,2821
Calaveras,2016 Sep,12 305,5.3,2819
Calaveras,2016 Oct,12 309,5.3,2852
Calaveras,2016 Nov,12 348,5.3,2851
Calaveras,2016 Dec,12 440,5.4,2839
Calaveras,2017 Jan,12 464,6.1,2830
Calaveras,2017 Feb,12 429,5.8,2828
Calaveras,2017 Mar,12 363,5.4,2825
Calaveras,2017 Apr,12 264,4.8,2808
Calaveras,2017 May,12 143,4.5,2791
Calaveras,2017 Jun,12 141,4.7,2807
Calaveras,2017 Jul,12 096,5,2785
Calaveras,2017 Aug,12 047,4.6,2804
Calaveras,2017 Sep,12 038,4,2796
Calaveras,2017 Oct,12 041,3.9,2783
Calaveras,2017 Nov,11 984,3.9,2742
Calaveras,2017 Dec,12 009,4,2768
Calaveras,2018 Jan,12 114,4.6,2798
Calaveras,2018 Feb,12 058,4.6,2783
Calaveras,2018 Mar,12 048,4.4,2783
Calaveras,2018 Apr,12 025,3.8,2786
Calaveras,2018 May,11 960,3.5,2780
Calaveras,2018 Jun,12 003,4.1,2795
Calaveras,2018 Jul,11 935,3.9,2747
Calaveras,2018 Aug,11 849,3.8,2734
Calaveras,2018 Sep,11 795,3.5,2697
Calaveras,2018 Oct,11 775,3.7,2667
Calaveras,2018 Nov,11 678,3.6,2631
Calaveras,2018 Dec,NA,3.8,2595
Calaveras,2019 Jan,NA,4.8,2592
Calaveras,2019 Feb,NA,4.6,356
Calaveras,2019 Mar,NA,4.8,2563
Calaveras,2019 Apr,NA,3.8,2568
Calaveras,2019 May,NA,3.3,2601
Calaveras,2019 Jun,NA,3.8,2713
Calaveras,2019 Jul,NA,3.9,2764
Calaveras,2019 Aug,NA,3.7,2812
Calaveras,2019 Sep,NA,3,2827
Calaveras,2019 Oct,NA,3.2,2832
Calaveras,2019 Nov,NA,3.3,2829
Calaveras,2019 Dec,NA,3.5,2863
Calaveras,2020 Jan,NA,4.3,2874
Calaveras,2020 Feb,NA,4.2,2886
Calaveras,2020 Mar,NA,5.4,2907
Calaveras,2020 Apr,NA,13.3,3105
Calaveras,2020 May,NA,12,3193
Calaveras,2020 Jun,NA,11,3141
Calaveras,2020 Jul,NA,9.6,2959
Calaveras,2020 Aug,NA,7.5,2924
Calaveras,2020 Sep,NA,7.4,2879
Calaveras,2020 Oct,NA,6.6,2795
Calaveras,2020 Nov,NA,5.9,2758
Calaveras,2020 Dec,NA,7.3,2780
Calaveras,2021 Jan,NA,NA,NA
Colusa,2014 Jan,6 820,25.4,733
Colusa,2014 Feb,7 021,24,737
Colusa,2014 Mar,7 355,24.2,740
Colusa,2014 Apr,7 553,19.8,752
Colusa,2014 May,7 644,16,756
Colusa,2014 Jun,7 745,15.7,744
Colusa,2014 Jul,7 828,13.7,725
Colusa,2014 Aug,7 929,11.9,709
Colusa,2014 Sep,7 944,11,694
Colusa,2014 Oct,8 031,10.8,666
Colusa,2014 Nov,8 036,16.6,657
Colusa,2014 Dec,8 136,20.9,665
Colusa,2015 Jan,8 311,23.5,688
Colusa,2015 Feb,8 385,22.9,695
Colusa,2015 Mar,8 425,21.5,739
Colusa,2015 Apr,8 510,16.3,726
Colusa,2015 May,8 536,13.4,720
Colusa,2015 Jun,8 551,12.9,686
Colusa,2015 Jul,8 600,11.5,661
Colusa,2015 Aug,8 609,9.7,645
Colusa,2015 Sep,8 664,9,624
Colusa,2015 Oct,8 723,10.7,589
Colusa,2015 Nov,8 786,15.7,591
Colusa,2015 Dec,8 797,19,599
Colusa,2016 Jan,8 968,23.2,590
Colusa,2016 Feb,8 998,22.2,602
Colusa,2016 Mar,8 989,21.3,602
Colusa,2016 Apr,9 057,16.4,633
Colusa,2016 May,9 101,12.4,635
Colusa,2016 Jun,9 133,12.8,638
Colusa,2016 Jul,9 151,12.3,629
Colusa,2016 Aug,9 233,10.3,647
Colusa,2016 Sep,9 154,9.7,646
Colusa,2016 Oct,9 135,11,632
Colusa,2016 Nov,9 121,15.7,632
Colusa,2016 Dec,9 155,19.9,642
Colusa,2017 Jan,9 202,22.1,678
Colusa,2017 Feb,9 194,23.2,680
Colusa,2017 Mar,9 223,21.3,693
Colusa,2017 Apr,9 147,16.9,703
Colusa,2017 May,9 130,12.4,707
Colusa,2017 Jun,9 084,12,702
Colusa,2017 Jul,9 095,11.5,688
Colusa,2017 Aug,9 099,9.3,692
Colusa,2017 Sep,9 122,7.9,690
Colusa,2017 Oct,9 153,8.3,685
Colusa,2017 Nov,9 208,12.1,661
Colusa,2017 Dec,9 253,15.8,670
Colusa,2018 Jan,9 335,18.5,682
Colusa,2018 Feb,9 378,19.8,672
Colusa,2018 Mar,9 453,18.9,697
Colusa,2018 Apr,9 499,15,689
Colusa,2018 May,9 540,11.5,686
Colusa,2018 Jun,9 527,11.9,654
Colusa,2018 Jul,9 629,10.4,658
Colusa,2018 Aug,9 680,8.2,648
Colusa,2018 Sep,9 708,7.1,610
Colusa,2018 Oct,9 722,8.1,639
Colusa,2018 Nov,9 705,12.1,629
Colusa,2018 Dec,NA,15.7,627
Colusa,2019 Jan,NA,19.6,648
Colusa,2019 Feb,NA,20.4,140
Colusa,2019 Mar,NA,20.6,636
Colusa,2019 Apr,NA,15.7,638
Colusa,2019 May,NA,10.4,639
Colusa,2019 Jun,NA,10.5,636
Colusa,2019 Jul,NA,10.2,673
Colusa,2019 Aug,NA,8.5,697
Colusa,2019 Sep,NA,6.6,682
Colusa,2019 Oct,NA,7.3,701
Colusa,2019 Nov,NA,10.5,711
Colusa,2019 Dec,NA,14.2,723
Colusa,2020 Jan,NA,19.2,738
Colusa,2020 Feb,NA,19.8,741
Colusa,2020 Mar,NA,22.4,771
Colusa,2020 Apr,NA,26.3,873
Colusa,2020 May,NA,21.1,919
Colusa,2020 Jun,NA,18.3,944
Colusa,2020 Jul,NA,15.3,913
Colusa,2020 Aug,NA,11,929
Colusa,2020 Sep,NA,10.6,934
Colusa,2020 Oct,NA,9.3,900
Colusa,2020 Nov,NA,10.8,896
Colusa,2020 Dec,NA,15.5,934
Colusa,2021 Jan,NA,NA,NA
Contra Costa,2014 Jan,194 836,6.9,34380
Contra Costa,2014 Feb,202 295,6.9,34460
Contra Costa,2014 Mar,214 400,6.8,34821
Contra Costa,2014 Apr,221 047,5.9,34921
Contra Costa,2014 May,224 494,5.9,35110
Contra Costa,2014 Jun,227 125,6.2,35271
Contra Costa,2014 Jul,230 794,6.6,35280
Contra Costa,2014 Aug,234 462,6.4,35409
Contra Costa,2014 Sep,238 194,5.8,35470
Contra Costa,2014 Oct,241 412,5.7,35825
Contra Costa,2014 Nov,244 743,5.6,35636
Contra Costa,2014 Dec,249 757,5.2,35724
Contra Costa,2015 Jan,255 481,5.7,35445
Contra Costa,2015 Feb,258 418,5.5,35046
Contra Costa,2015 Mar,260 009,5.3,35311
Contra Costa,2015 Apr,261 629,4.9,35311
Contra Costa,2015 May,261 692,4.9,35317
Contra Costa,2015 Jun,262 026,5.2,35631
Contra Costa,2015 Jul,262 413,5.4,36075
Contra Costa,2015 Aug,264 643,5,35924
Contra Costa,2015 Sep,266 898,4.6,35800
Contra Costa,2015 Oct,268 970,4.7,35848
Contra Costa,2015 Nov,272 103,4.6,35723
Contra Costa,2015 Dec,275 138,4.4,35697
Contra Costa,2016 Jan,277 298,4.7,35187
Contra Costa,2016 Feb,277 174,4.6,35073
Contra Costa,2016 Mar,276 950,4.7,35021
Contra Costa,2016 Apr,277 694,4.4,34941
Contra Costa,2016 May,276 847,4,34751
Contra Costa,2016 Jun,277 057,4.7,34403
Contra Costa,2016 Jul,277 063,4.8,33984
Contra Costa,2016 Aug,277 044,4.7,33911
Contra Costa,2016 Sep,277 814,4.4,33326
Contra Costa,2016 Oct,278 333,4.4,32926
Contra Costa,2016 Nov,277 405,4.1,32647
Contra Costa,2016 Dec,277 890,4,32307
Contra Costa,2017 Jan,277 310,4.5,31854
Contra Costa,2017 Feb,276 339,4.3,31455
Contra Costa,2017 Mar,275 499,4,31637
Contra Costa,2017 Apr,274 146,3.7,31281
Contra Costa,2017 May,273 810,3.5,31358
Contra Costa,2017 Jun,272 436,4,31398
Contra Costa,2017 Jul,271 825,4.2,31242
Contra Costa,2017 Aug,273 537,4.1,31606
Contra Costa,2017 Sep,273 033,3.5,31466
Contra Costa,2017 Oct,272 682,3.4,31852
Contra Costa,2017 Nov,271 466,3.3,31599
Contra Costa,2017 Dec,273 173,3.2,31506
Contra Costa,2018 Jan,272 323,3.5,31436
Contra Costa,2018 Feb,271 038,3.4,30879
Contra Costa,2018 Mar,269 813,3.1,30919
Contra Costa,2018 Apr,269 095,2.8,30665
Contra Costa,2018 May,268 678,2.8,30598
Contra Costa,2018 Jun,266 774,3.5,30517
Contra Costa,2018 Jul,266 308,3.3,30364
Contra Costa,2018 Aug,265 853,3.2,30372
Contra Costa,2018 Sep,265 689,2.9,30072
Contra Costa,2018 Oct,265 375,3,30154
Contra Costa,2018 Nov,263 303,2.9,29845
Contra Costa,2018 Dec,NA,3,29652
Contra Costa,2019 Jan,NA,3.6,29521
Contra Costa,2019 Feb,NA,3.3,6744
Contra Costa,2019 Mar,NA,3.5,28670
Contra Costa,2019 Apr,NA,2.8,28415
Contra Costa,2019 May,NA,2.6,28297
Contra Costa,2019 Jun,NA,3.2,29656
Contra Costa,2019 Jul,NA,3.4,31035
Contra Costa,2019 Aug,NA,3.2,32503
Contra Costa,2019 Sep,NA,2.6,33032
Contra Costa,2019 Oct,NA,2.7,33657
Contra Costa,2019 Nov,NA,2.7,33702
Contra Costa,2019 Dec,NA,2.6,34014
Contra Costa,2020 Jan,NA,3.2,33892
Contra Costa,2020 Feb,NA,3.1,33937
Contra Costa,2020 Mar,NA,4,34081
Contra Costa,2020 Apr,NA,14.5,37747
Contra Costa,2020 May,NA,13.6,40758
Contra Costa,2020 Jun,NA,13.4,43544
Contra Costa,2020 Jul,NA,12,43542
Contra Costa,2020 Aug,NA,9.8,43916
Contra Costa,2020 Sep,NA,9.3,43968
Contra Costa,2020 Oct,NA,7.9,42744
Contra Costa,2020 Nov,NA,6.8,41736
Contra Costa,2020 Dec,NA,7.9,41836
Contra Costa,2021 Jan,NA,NA,NA
Del Norte,2014 Jan,9 584,11.6,2556
Del Norte,2014 Feb,9 822,11.7,2531
Del Norte,2014 Mar,10 096,11.4,2526
Del Norte,2014 Apr,10 322,10,2511
Del Norte,2014 May,10 456,9.6,2510
Del Norte,2014 Jun,10 538,9.7,2535
Del Norte,2014 Jul,10 685,10.5,2545
Del Norte,2014 Aug,10 711,10.1,2541
Del Norte,2014 Sep,10 744,8.8,2532
Del Norte,2014 Oct,10 909,8.9,2516
Del Norte,2014 Nov,10 987,9.2,2515
Del Norte,2014 Dec,11 082,9.2,2503
Del Norte,2015 Jan,11 207,9.9,2469
Del Norte,2015 Feb,11 224,9.9,2479
Del Norte,2015 Mar,11 256,9.7,2482
Del Norte,2015 Apr,11 270,8.7,2493
Del Norte,2015 May,11 306,8.1,2482
Del Norte,2015 Jun,11 345,8.3,2485
Del Norte,2015 Jul,11 407,8.7,2514
Del Norte,2015 Aug,11 526,8,2521
Del Norte,2015 Sep,11 693,7,2552
Del Norte,2015 Oct,11 724,7.6,2573
Del Norte,2015 Nov,11 732,8,2581
Del Norte,2015 Dec,11 809,8.7,2600
Del Norte,2016 Jan,11 976,9.2,2623
Del Norte,2016 Feb,12 018,9.1,2633
Del Norte,2016 Mar,12 101,8.9,2655
Del Norte,2016 Apr,12 053,7.7,2640
Del Norte,2016 May,12 014,6.7,2649
Del Norte,2016 Jun,11 964,6.9,2639
Del Norte,2016 Jul,11 971,7.4,2608
Del Norte,2016 Aug,12 001,7.2,2592
Del Norte,2016 Sep,11 968,6.4,2574
Del Norte,2016 Oct,11 983,6.7,2558
Del Norte,2016 Nov,12 013,7.2,2548
Del Norte,2016 Dec,12 030,7,2553
Del Norte,2017 Jan,12 070,7.8,2518
