activity,time,prop,prop_relative,prop_smooth
Playing baseball,2023-01-01T16:55:00Z,4.240874374105099e-4,0.9084011885451014,0.9259080199544636
Playing baseball,2023-01-01T17:00:00Z,4.542345302885301e-4,0.9729766807332,0.9238128521261135
Playing baseball,2023-01-01T17:05:00Z,4.155251673950804e-4,0.8900606871000392,0.9253628383638558
Playing baseball,2023-01-01T17:10:00Z,4.262582723891776e-4,0.9130511472583283,0.9049595295339738
Playing baseball,2023-01-01T17:15:00Z,4.256586530259138e-4,0.9117667542435542,0.9036956552546096
Playing baseball,2023-01-01T17:20:00Z,4.137550468433787e-4,0.8862690642619463,0.8884165342209207
Playing baseball,2023-01-01T17:25:00Z,4.0485908214117703e-4,0.8672137841572615,0.8827539208732027
Playing baseball,2023-01-01T17:30:00Z,4.177278734960242e-4,0.8947789142004001,0.8776624312285127
Playing baseball,2023-01-01T17:35:00Z,4.066241552618398e-4,0.8709945953278763,0.8762482944447315
Playing baseball,2023-01-01T17:40:00Z,4.028785112689323e-4,0.8629713738059184,0.8752266018927989
Playing baseball,2023-01-01T17:45:00Z,4.162969408366412e-4,0.8917138365446022,0.8701190620345148
Playing baseball,2023-01-01T17:50:00Z,3.99470784535495e-4,0.8556719757530238,0.839679349826517
Playing baseball,2023-01-01T17:55:00Z,3.6024613790157107e-4,0.7716522371819253,0.8048401748902249
Playing baseball,2023-01-01T18:00:00Z,3.675028949683435e-4,0.7871963117357257,0.7395940040672547
Playing baseball,2023-01-01T18:05:00Z,3.0809018618067007e-4,0.659933463284113,0.7024135718115008
Playing baseball,2023-01-01T18:10:00Z,3.081730414459905e-4,0.6601109404146638,0.657976230052826
Playing baseball,2023-01-01T18:15:00Z,3.052661256991811e-4,0.6538842864597012,0.6405331790858749
Playing baseball,2023-01-01T18:20:00Z,2.8366030141672717e-4,0.6076043103832597,0.6307458456753536
Playing baseball,2023-01-01T18:25:00Z,2.944653805661166e-4,0.6307489401831001,0.6135254138087096
Playing baseball,2023-01-01T18:30:00Z,2.811480303680076e-4,0.602222990859769,0.5703646238490877
Playing baseball,2023-01-01T18:35:00Z,2.2321140821380763e-4,0.4781219405043939,0.5468293241939808
Playing baseball,2023-01-01T18:40:00Z,2.615029900102156e-4,0.5601430412177794,0.5320244905119805
Playing baseball,2023-01-01T18:45:00Z,2.604131038069448e-4,0.5578084898137683,0.5538613627924156
Playing baseball,2023-01-01T18:50:00Z,2.537950643887924e-4,0.5436325573456989,0.5577560492166102
Playing baseball,2023-01-01T18:55:00Z,2.669576974874246e-4,0.5718271004903629,0.5825785544488061
Playing baseball,2023-01-01T19:00:00Z,2.9517829158996924e-4,0.6322760055103566,0.5822712539779822
Playing baseball,2023-01-01T19:05:00Z,2.5336467436675104e-4,0.5427106559332271,0.5778424783229982
Playing baseball,2023-01-01T19:10:00Z,2.6075497073385347e-4,0.5585407735254112,0.5532640676613498
Playing baseball,2023-01-01T19:15:00Z,2.6075497073385347e-4,0.5585407735254112,0.573139281420315
Playing baseball,2023-01-01T19:20:00Z,2.812009274803955e-4,0.6023362972101226,0.5780889901057116
Playing baseball,2023-01-01T19:25:00Z,2.676872908324664e-4,0.5733898995816009,0.5778777440575636
Playing baseball,2023-01-01T19:30:00Z,2.6045910984215116e-4,0.5579070353809676,0.5404925091465888
Playing baseball,2023-01-01T19:35:00Z,2.2884099443436505e-4,0.49018059247719753,0.49837340480271597
Playing baseball,2023-01-01T19:40:00Z,2.0869733159707503e-4,0.4470325865499826,0.4713773271035022
Playing baseball,2023-01-01T19:45:00Z,2.226497226816252e-4,0.4769188022833265,0.4325236733946478
Playing baseball,2023-01-01T19:50:00Z,1.7442446577983878e-4,0.37361963135063436,0.39345418043329466
Playing baseball,2023-01-01T19:55:00Z,1.5397850903329675e-4,0.329824107665923,0.3705803303992701
Playing baseball,2023-01-01T20:00:00Z,1.906137261407858e-4,0.40829725218125296,0.3676361722470203
Playing baseball,2023-01-01T20:05:00Z,1.7030102174917224e-4,0.3647871568938848,0.38021533621172554
Playing baseball,2023-01-01T20:10:00Z,1.7159627135404792e-4,0.3675615995600388,0.3666367853379875
Playing baseball,2023-01-01T20:15:00Z,1.7159627135404792e-4,0.3675615995600388,0.3589716489245111
Playing baseball,2023-01-01T20:20:00Z,1.5956560627421174e-4,0.3417917476534556,0.3504222006900288
Playing baseball,2023-01-01T20:25:00Z,1.596223319578136e-4,0.34191325485659185,0.34187275245554644
Playing baseball,2023-01-01T20:30:00Z,1.596223319578136e-4,0.34191325485659185,0.3346153680312098
Playing baseball,2023-01-01T20:35:00Z,1.49401268308904e-4,0.3200195943804456,0.32868960248141454
Playing baseball,2023-01-01T20:40:00Z,1.5132299431361797e-4,0.32413595820720614,0.31338666771004015
Playing baseball,2023-01-01T20:45:00Z,1.381897893525588e-4,0.2960044505424688,0.30538161976404793
Playing baseball,2023-01-01T20:50:00Z,1.381897893525588e-4,0.2960044505424688,0.29142788786395624
Playing baseball,2023-01-01T20:55:00Z,1.317800793160028e-4,0.2822747625069311,0.28685132518544365
Playing baseball,2023-01-01T21:00:00Z,1.317800793160028e-4,0.2822747625069311,0.2623150309057994
Playing baseball,2023-01-01T21:05:00Z,1.038254546429024e-4,0.22239556770353583,0.2423552993046676
Playing baseball,2023-01-01T21:10:00Z,1.038254546429024e-4,0.22239556770353583,0.22239556770353583
Playing baseball,2023-01-01T21:15:00Z,1.038254546429024e-4,0.22239556770353583,0.2270275570945984
Playing baseball,2023-01-01T21:20:00Z,1.1031279262442087e-4,0.23629153587672347,0.22713560547592815
Playing baseball,2023-01-01T21:25:00Z,1.0397678192560189e-4,0.22271971284752518,0.22724365385725795
Playing baseball,2023-01-01T21:30:00Z,1.0397678192560189e-4,0.22271971284752518,0.21332153179930388
Playing baseball,2023-01-01T21:35:00Z,9.081414882696968e-5,0.19452516970286127,0.20392335075108256
Playing baseball,2023-01-01T21:40:00Z,9.081414882696968e-5,0.19452516970286127,0.18832364961674855
Playing baseball,2023-01-01T21:45:00Z,8.212860285499156e-5,0.1759206094445231,0.17535543917591648
Playing baseball,2023-01-01T21:50:00Z,7.265150702397639e-5,0.1556205383803651,0.16238722873508443
Playing baseball,2023-01-01T21:55:00Z,7.265150702397639e-5,0.1556205383803651,0.1556205383803651
Playing baseball,2023-01-01T22:00:00Z,7.265150702397639e-5,0.1556205383803651,0.1273006861550582
Playing baseball,2023-01-01T22:05:00Z,3.2988105953431335e-5,0.07066098170444443,0.09898083392975132
Playing baseball,2023-01-01T22:10:00Z,3.2988105953431335e-5,0.07066098170444443,0.07066098170444443
Playing baseball,2023-01-01T22:15:00Z,3.2988105953431335e-5,0.07066098170444443,0.07066098170444443
Playing baseball,2023-01-01T22:20:00Z,3.2988105953431335e-5,0.07066098170444443,0.07066098170444443
Playing baseball,2023-01-01T22:25:00Z,3.2988105953431335e-5,0.07066098170444443,0.07066098170444443
Playing baseball,2023-01-01T22:30:00Z,3.2988105953431335e-5,0.07066098170444443,0.06602899231338187
Playing baseball,2023-01-01T22:35:00Z,2.6500767971912843e-5,0.05676501353125672,0.06139700292231929
Playing baseball,2023-01-01T22:40:00Z,2.6500767971912843e-5,0.05676501353125672,0.056765013531256715
Playing baseball,2023-01-01T22:45:00Z,2.6500767971912843e-5,0.05676501353125672,0.056765013531256715
Playing baseball,2023-01-01T22:50:00Z,2.6500767971912843e-5,0.05676501353125672,0.056765013531256715
Playing baseball,2023-01-01T22:55:00Z,2.6500767971912843e-5,0.05676501353125672,0.056765013531256715
Playing baseball,2023-01-01T23:00:00Z,2.6500767971912843e-5,0.05676501353125672,0.037843342354171146
Playing baseball,2023-01-01T23:05:00Z,0,0,0.018921671177085573
Playing baseball,2023-01-01T23:10:00Z,0,0,0
Playing baseball,2023-01-01T23:15:00Z,0,0,0
Playing baseball,2023-01-01T23:20:00Z,0,0,0
Playing baseball,2023-01-01T23:25:00Z,0,0,0
Playing baseball,2023-01-01T23:30:00Z,0,0,0
Playing baseball,2023-01-01T23:35:00Z,0,0,0
Playing baseball,2023-01-01T23:40:00Z,0,0,0
Playing baseball,2023-01-01T23:45:00Z,0,0,0
Playing baseball,2023-01-01T23:50:00Z,0,0,0
Playing baseball,2023-01-01T23:55:00Z,0,0,0
Playing baseball,2023-01-02T00:00:00Z,0,0,0
Playing basketball,2023-01-02T00:00:00Z,1.763170681425587e-5,0.008436796687099445,0.008436796687099445
Playing basketball,2023-01-02T00:05:00Z,1.9048457175229543e-5,0.00911471374174587,0.00888874139019706
Playing basketball,2023-01-02T00:10:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:15:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:20:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:25:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:30:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:35:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:40:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:45:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:50:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T00:55:00Z,1.9048457175229543e-5,0.00911471374174587,0.00911471374174587
Playing basketball,2023-01-02T01:00:00Z,1.9048457175229543e-5,0.00911471374174587,0.007779422013650596
Playing basketball,2023-01-02T01:05:00Z,1.067674698671326e-5,0.005108838557460046,0.006444130285555321
Playing basketball,2023-01-02T01:10:00Z,1.067674698671326e-5,0.005108838557460046,0.004527715629831571
Playing basketball,2023-01-02T01:15:00Z,7.033353837751443e-6,0.0033654697745746226,0.003946592702203097
Playing basketball,2023-01-02T01:20:00Z,7.033353837751443e-6,0.0033654697745746226,0.0030471311679951
Playing basketball,2023-01-02T01:25:00Z,5.037506413532462e-6,0.0024104539548360547,0.0027287925614155775
Playing basketball,2023-01-02T01:30:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T01:35:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T01:40:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T01:45:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T01:50:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T01:55:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T02:00:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T02:05:00Z,5.037506413532462e-6,0.0024104539548360547,0.0024104539548360547
Playing basketball,2023-01-02T02:10:00Z,5.037506413532462e-6,0.0024104539548360547,0.0016069693032240366
Playing basketball,2023-01-02T02:15:00Z,0,0,8.034846516120183e-4
Playing basketball,2023-01-02T02:20:00Z,0,0,0
Playing basketball,2023-01-02T02:25:00Z,0,0,0
Playing basketball,2023-01-02T02:30:00Z,0,0,0
Playing basketball,2023-01-02T02:35:00Z,0,0,0
Playing basketball,2023-01-02T02:40:00Z,0,0,0
Playing basketball,2023-01-02T02:45:00Z,0,0,0
Playing basketball,2023-01-02T02:50:00Z,0,0,0
Playing basketball,2023-01-02T02:55:00Z,0,0,0
Playing basketball,2023-01-01T03:00:00Z,0,0,0
Playing basketball,2023-01-01T03:05:00Z,0,0,0
Playing basketball,2023-01-01T03:10:00Z,0,0,0
Playing basketball,2023-01-01T03:15:00Z,0,0,0
Playing basketball,2023-01-01T03:20:00Z,0,0,0
Playing basketball,2023-01-01T03:25:00Z,0,0,0
Playing basketball,2023-01-01T03:30:00Z,0,0,0
Playing basketball,2023-01-01T03:35:00Z,0,0,0
Playing basketball,2023-01-01T03:40:00Z,0,0,0
Playing basketball,2023-01-01T03:45:00Z,0,0,0
Playing basketball,2023-01-01T03:50:00Z,0,0,0
Playing basketball,2023-01-01T03:55:00Z,0,0,8.645691583450047e-4
Playing basketball,2023-01-01T04:00:00Z,5.4204802436081515e-6,0.002593707475035014,0.0017291383166900094
Playing basketball,2023-01-01T04:05:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:10:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:15:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:20:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:25:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:30:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:35:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:40:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:45:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:50:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T04:55:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T05:00:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T05:05:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T05:10:00Z,5.4204802436081515e-6,0.002593707475035014,0.002593707475035014
Playing basketball,2023-01-01T05:15:00Z,5.4204802436081515e-6,0.002593707475035014,0.0032809231168398623
Playing basketball,2023-01-01T05:20:00Z,9.729029506031884e-6,0.004655354400449559,0.003968138758644711
Playing basketball,2023-01-01T05:25:00Z,9.729029506031884e-6,0.004655354400449559,0.006334911356032289
Playing basketball,2023-01-01T05:30:00Z,2.025913598493765e-5,0.009694025267197749,0.008803201554449233
Playing basketball,2023-01-01T05:35:00Z,2.5204157350774752e-5,0.012060224995700392,0.01191472497663826
Playing basketball,2023-01-01T05:40:00Z,2.9236955592344253e-5,0.01398992466701664,0.01378788082345094
Playing basketball,2023-01-01T05:45:00Z,3.2003025022436175e-5,0.015313492807635786,0.014872303427429406
Playing basketball,2023-01-01T05:50:00Z,3.2003025022436175e-5,0.015313492807635786,0.015313492807635784
Playing basketball,2023-01-01T05:55:00Z,3.2003025022436175e-5,0.015313492807635786,0.016271109841209313
Playing basketball,2023-01-01T06:00:00Z,3.8006875797502325e-5,0.018186343908356366,0.01958154431335264
Playing basketball,2023-01-01T06:05:00Z,5.275803863911634e-5,0.025244796224065766,0.023530287128385046
Playing basketball,2023-01-01T06:10:00Z,5.675995997596307e-5,0.027159721252732996,0.02652141290984392
Playing basketball,2023-01-01T06:15:00Z,5.675995997596307e-5,0.027159721252732996,0.027159721252732996
Playing basketball,2023-01-01T06:20:00Z,5.675995997596307e-5,0.027159721252732996,0.027159721252732996
Playing basketball,2023-01-01T06:25:00Z,5.675995997596307e-5,0.027159721252732996,0.02775778699107707
Playing basketball,2023-01-01T06:30:00Z,6.0509577329048595e-5,0.028953918467765218,0.02770251739045047
Playing basketball,2023-01-01T06:35:00Z,5.64134431295351e-5,0.026993912450853193,0.031620183783022955
Playing basketball,2023-01-01T06:40:00Z,8.132205900183738e-5,0.03891272043045047,0.034939784437251376
Playing basketball,2023-01-01T06:45:00Z,8.132205900183738e-5,0.03891272043045047,0.03847153105024409
Playing basketball,2023-01-01T06:50:00Z,7.855598957174547e-5,0.037589152289831326,0.03821685465043514
Playing basketball,2023-01-01T06:55:00Z,7.97253464886126e-5,0.03814869123102361,0.03812477447993919
Playing basketball,2023-01-01T07:00:00Z,8.074475556672899e-5,0.038636479918962637,0.0355723526143186
Playing basketball,2023-01-01T07:05:00Z,6.255339202080561e-5,0.02993188669296954,0.03207803016933634
Playing basketball,2023-01-01T07:10:00Z,5.7817433633982955e-5,0.027665723896076837,0.027777878271268985
Playing basketball,2023-01-01T07:15:00Z,5.378463539241345e-5,0.025736024224760585,0.025808691656074672
Playing basketball,2023-01-01T07:20:00Z,5.0207430982742545e-5,0.024024326847386587,0.027226198536924196
Playing basketball,2023-01-01T07:25:00Z,6.670459779969491e-5,0.031918244538625413,0.03472800182264181
Playing basketball,2023-01-01T07:30:00Z,1.0081774559438576e-4,0.048241434081913434,0.039603764062483254
Playing basketball,2023-01-01T07:35:00Z,8.077638274153837e-5,0.03865161356691091,0.0426469842421442
Playing basketball,2023-01-01T07:40:00Z,8.578429165828525e-5,0.041047905077608256,0.04269849513426729
Playing basketball,2023-01-01T07:45:00Z,1.0114069694002283e-4,0.0483959667582827,0.045954942067593436
Playing basketball,2023-01-01T07:50:00Z,1.0119291749306946e-4,0.048420954366889375,0.04841262516402048
Playing basketball,2023-01-01T07:55:00Z,1.0119291749306946e-4,0.048420954366889375,0.047538662383585985
Playing basketball,2023-01-01T08:00:00Z,9.566132268838704e-5,0.045774078416979204,0.04945503169127193
Playing basketball,2023-01-01T08:05:00Z,1.1320773651767264e-4,0.054170062289947224,0.059476940907117026
Playing basketball,2023-01-01T08:10:00Z,1.6402601809974764e-4,0.07848668201442464,0.07077830344047516
Playing basketball,2023-01-01T08:15:00Z,1.6651605044109264e-4,0.0796781660170536,0.0802334100511843
Playing basketball,2023-01-01T08:20:00Z,1.7248722629575476e-4,0.08253538212207467,0.08158297675373431
Playing basketball,2023-01-01T08:25:00Z,1.7248722629575476e-4,0.08253538212207467,0.08253538212207467
Playing basketball,2023-01-01T08:30:00Z,1.7248722629575476e-4,0.08253538212207467,0.08534603838895155
Playing basketball,2023-01-01T08:35:00Z,1.9010884351298608e-4,0.09096735092270529,0.08873864070632821
Playing basketball,2023-01-01T08:40:00Z,1.9375739729163145e-4,0.09271318907420466,0.09296980032362645
Playing basketball,2023-01-01T08:45:00Z,1.9901479426616528e-4,0.09522886097396938,0.09476714600813498
Playing basketball,2023-01-01T08:50:00Z,2.0137743513434623e-4,0.0963593879762309,0.09329901070237945
Playing basketball,2023-01-01T08:55:00Z,1.8455281447372825e-4,0.08830878315693808,0.09914762761631087
Playing basketball,2023-01-01T09:00:00Z,2.3568313031354827e-4,0.11277471171576363,0.10567870072752426
Playing basketball,2023-01-01T09:05:00Z,2.4232448075491836e-4,0.11595260730987104,0.11578278450683048
Playing basketball,2023-01-01T09:10:00Z,2.479011145800288e-4,0.11862103449485678,0.11577816264601488
Playing basketball,2023-01-01T09:15:00Z,2.356541532155361e-4,0.11276084613331683,0.11877623451518975
Playing basketball,2023-01-01T09:20:00Z,2.6112111394374036e-4,0.12494682291739559,0.12398653888733968
Playing basketball,2023-01-01T09:25:00Z,2.8056750296529887e-4,0.13425194761130663,0.1415380390988802
Playing basketball,2023-01-01T09:30:00Z,3.4569458112584456e-4,0.16541534676793831,0.15061052989846732
Playing basketball,2023-01-01T09:35:00Z,3.180017656126203e-4,0.15216429531615705,0.15823352441557662
Playing basketball,2023-01-01T09:40:00Z,3.283604305504341e-4,0.15712093116263448,0.15658928112472656
Playing basketball,2023-01-01T09:45:00Z,3.353858762782199e-4,0.16048261689538817,0.15651558174562638
Playing basketball,2023-01-01T09:50:00Z,3.175397019077993e-4,0.15194319717885643,0.1528721762267434
Playing basketball,2023-01-01T09:55:00Z,3.0551783034438184e-4,0.14619071460598557,0.15978963701411175
Playing basketball,2023-01-01T10:00:00Z,3.787554079946192e-4,0.18123499925749328,0.16602079066002517
Playing basketball,2023-01-01T10:05:00Z,3.566063802718711e-4,0.17063665811659667,0.18386635904035856
Playing basketball,2023-01-01T10:10:00Z,4.1740194037523593e-4,0.1997274197469857,0.19160131478361012
Playing basketball,2023-01-01T10:15:00Z,4.272502847627626e-4,0.20443986648724793,0.20788245423914276
Playing basketball,2023-01-01T10:20:00Z,4.586821875225934e-4,0.21948007648319462,0.21964451420674636
Playing basketball,2023-01-01T10:25:00Z,4.911450447447859e-4,0.23501359964979654,0.2445130758164167
Playing basketball,2023-01-01T10:30:00Z,5.831655699554582e-4,0.27904555131625897,0.25489070385844476
Playing basketball,2023-01-01T10:35:00Z,5.237454936032851e-4,0.25061296060927885,0.2609093452622145
Playing basketball,2023-01-01T10:40:00Z,5.288793618987149e-4,0.2530695238611057,0.25873791493617676
Playing basketball,2023-01-01T10:45:00Z,5.695516270232465e-4,0.27253126033814573,0.2674416706231013
Playing basketball,2023-01-01T10:50:00Z,5.783143332279577e-4,0.27672422767005256,0.275072278012038
Playing basketball,2023-01-01T10:55:00Z,5.767200189464836e-4,0.2759613460279156,0.28185990862685056
Playing basketball,2023-01-01T11:00:00Z,6.121071788762998e-4,0.2928941521825835,0.2833883170733665
Playing basketball,2023-01-01T11:05:00Z,5.878968029569985e-4,0.28130945300960025,0.286361663904672
Playing basketball,2023-01-01T11:10:00Z,5.953616366828118e-4,0.28488138652183226,0.2852827172162211
Playing basketball,2023-01-01T11:15:00Z,6.053426428617952e-4,0.2896573121172307,0.2930317351900463
Playing basketball,2023-01-01T11:20:00Z,6.364798439191453e-4,0.30455650693107594,0.30422499779870305
Playing basketball,2023-01-01T11:25:00Z,6.655386239673044e-4,0.3184611743478026,0.31512632821512526
Playing basketball,2023-01-01T11:30:00Z,6.736893396886566e-4,0.3223613033664971,0.3127977168313254
Playing basketball,2023-01-01T11:35:00Z,6.21880442727123e-4,0.2975706727796766,0.3116126304011033
Playing basketball,2023-01-01T11:40:00Z,6.581086369963563e-4,0.3149059150571363,0.3141749153249825
Playing basketball,2023-01-01T11:45:00Z,6.89753774412385e-4,0.33004815813813465,0.3260663092960246
Playing basketball,2023-01-01T11:50:00Z,6.964344161910634e-4,0.33324485469280285,0.3347560353637731
Playing basketball,2023-01-01T11:55:00Z,7.125895168865929e-4,0.3409750932603816,0.36172372363221106
Playing basketball,2023-01-01T12:00:00Z,8.588296893509553e-4,0.41095122294344855,0.3923396690997243
Playing basketball,2023-01-01T12:05:00Z,8.88383349303268e-4,0.42509269109534276,0.4205332252607859
Playing basketball,2023-01-01T12:10:00Z,8.893511011890344e-4,0.42555576174356646,0.4239807921992387
Playing basketball,2023-01-01T12:15:00Z,8.804444651014252e-4,0.4212939237588068,0.41763659961146987
Playing basketball,2023-01-01T12:20:00Z,8.486079649378641e-4,0.40606011333203623,0.41019134364933274
Playing basketball,2023-01-01T12:25:00Z,8.426725186119939e-4,0.4032199938571553,0.4092869639524696
Playing basketball,2023-01-01T12:30:00Z,8.747743897439475e-4,0.41858078466821724,0.410488418085113
Playing basketball,2023-01-01T12:35:00Z,8.561405704289758e-4,0.40966447572996667,0.4183524400824317
Playing basketball,2023-01-01T12:40:00Z,8.91976585800053e-4,0.42681205984911136,0.4263574225362878
Playing basketball,2023-01-01T12:45:00Z,9.249622189334796e-4,0.4425957320297854,0.4369102171717367
Playing basketball,2023-01-01T12:50:00Z,9.223020964147074e-4,0.44132285963631357,0.4446785198185261
Playing basketball,2023-01-01T12:55:00Z,9.406805334447908e-4,0.45011696778947913,0.4541836208493831
Playing basketball,2023-01-01T13:00:00Z,9.84555152424059e-4,0.4711110351223566,0.45402003105016037
Playing basketball,2023-01-01T13:05:00Z,9.212764580766016e-4,0.4408320902386454,0.45528065600234163
Playing basketball,2023-01-01T13:10:00Z,9.48584114762656e-4,0.453898842646023,0.448696104817921
Playing basketball,2023-01-01T13:15:00Z,9.432728220706364e-4,0.45135738156909444,0.4446582542283148
Playing basketball,2023-01-01T13:20:00Z,8.959608553439075e-4,0.4287185384698269,0.4368631787438381
Playing basketball,2023-01-01T13:25:00Z,8.997123128331001e-4,0.43051361619259304,0.4425193364858971
Playing basketball,2023-01-01T13:30:00Z,9.787345211141815e-4,0.4683258547952712,0.44081102859442245
Playing basketball,2023-01-01T13:35:00Z,8.852504927472781e-4,0.4235936147954032,0.4371612786891029
Playing basketball,2023-01-01T13:40:00Z,8.768299360273328e-4,0.41956436647663425,0.42378991315455
Playing basketball,2023-01-01T13:45:00Z,8.949017565394544e-4,0.4282117581916126,0.4258329962168607
Playing basketball,2023-01-01T13:50:00Z,8.980597530226556e-4,0.4297228639823351,0.4361690728595861
Playing basketball,2023-01-01T13:55:00Z,9.416327325387896e-4,0.4505725964048105,0.4590914646425441
Playing basketball,2023-01-01T14:00:00Z,0.00103861538615078,0.49697893354048656,0.4801266467179078
Playing basketball,2023-01-01T14:05:00Z,0.00102994138187751,0.4928284102084265,0.5027724879431633
Playing basketball,2023-01-01T14:10:00Z,0.00108361250798713,0.5185101200805771,0.5303917940356295
Playing basketball,2023-01-01T14:15:00Z,0.00121177666720198,0.5798368518178848,0.5564449207130502
Playing basketball,2023-01-01T14:20:00Z,0.0011932833853206,0.5709877902406885,0.5763173323795278
Playing basketball,2023-01-01T14:25:00Z,0.00120820406181631,0.5781273550800101,0.5945718670000955
Playing basketball,2023-01-01T14:30:00Z,0.00132622482130507,0.6346004556795878,0.6335174926106039
Playing basketball,2023-01-01T14:35:00Z,0.0014374558637847,0.6878246670722139,0.6765044141418871
Playing basketball,2023-01-01T14:40:00Z,0.00147771374377153,0.7070881196738596,0.702415548275022
Playing basketball,2023-01-01T14:45:00Z,0.00148867659199626,0.7123338580789921,0.7068466119803253
Playing basketball,2023-01-01T14:50:00Z,0.00146523674521094,0.7011178581881243,0.7087477006788298
Playing basketball,2023-01-01T14:55:00Z,0.00148963275988739,0.7127913857693728,0.7132774852429041
Playing basketball,2023-01-01T15:00:00Z,0.0015170764111436,0.7259232117712151,0.71473289832461
Playing basketball,2023-01-01T15:05:00Z,0.00147436156510479,0.705484097433242,0.7146187402379702
Playing basketball,2023-01-01T15:10:00Z,0.00148891703732511,0.7124489115094534,0.7218450711295805
Playing basketball,2023-01-01T15:15:00Z,0.00156238242680894,0.7476022044460457,0.7345688189569279
Playing basketball,2023-01-01T15:20:00Z,0.00155413404259498,0.7436553409152846,0.74622016169024
Playing basketball,2023-01-01T15:25:00Z,0.00156196599181051,0.7474029397093894,0.7567677404615646
Playing basketball,2023-01-01T15:30:00Z,0.00162851125154901,0.77924494076002,0.7623205507252907
Playing basketball,2023-01-01T15:35:00Z,0.0015889477969841,0.7603137717064625,0.7623642263442538
Playing basketball,2023-01-01T15:40:00Z,0.00156223981933192,0.7475339665662788,0.7521888859614757
Playing basketball,2023-01-01T15:45:00Z,0.00156471620290025,0.7487189196116858,0.7547977813901346
Playing basketball,2023-01-01T15:50:00Z,0.0016053044597128,0.7681404579924392,0.7692093319579393
Playing basketball,2023-01-01T15:55:00Z,0.00165259410085878,0.7907686182696928,0.7882811594277029
Playing basketball,2023-01-01T16:00:00Z,0.00168428843493227,0.8059344020209767,0.8038735065573382
Playing basketball,2023-01-01T16:05:00Z,0.00170306183256364,0.8149174993813457,0.8138358103962752
Playing basketball,2023-01-01T16:10:00Z,0.00171505350114915,0.8206555297865034,0.8205501312892021
Playing basketball,2023-01-01T16:15:00Z,0.00172638436606521,0.8260773646997571,0.8281463971969569
Playing basketball,2023-01-01T16:20:00Z,0.00175068718315676,0.8377062971046104,0.8408858360052373
Playing basketball,2023-01-01T16:25:00Z,0.00179492435440411,0.8588738462113442,0.8684230375437737
Playing basketball,2023-01-01T16:30:00Z,0.00189903088654672,0.9086889693153665,0.893278403434297
Playing basketball,2023-01-01T16:35:00Z,0.00190651973681289,0.91227239477618,0.9153933910395614
Playing basketball,2023-01-01T16:40:00Z,0.00193357590384342,0.9252188090271375,0.9360041887097937
